Id,Label,URL,Datatype,Uses in statements,Items with such statements,Uses in statements with qualifiers,Uses in qualifiers,Uses in references,Uses in properties,Uses total,Related properties
P497,"CBDB ID",http://www.wikidata.org/entity/P497,String,145,145,0,0,0,0,145,"posthumous name@type of kinship@art-name@NLC authorities@courtesy name@CALIS@child@NCL identifier@ancestral home@father@spouse@brother@sister@family name@Eight Banner register@EGAXA identifier@sex or gender@NDL identifier@SELIBR@CONOR identifier@NLA (Australia) identifier@signature@date of death@Commons Creator page@CERL ID@student@VIAF identifier@CANTIC@NLI (Israel) identifier@NKC identifier@Gran Enciclopèdia Catalana ID@date of birth@BAV (Vatican Library) identifier"
P804,"GNIS Antarctica ID",http://www.wikidata.org/entity/P804,String,145,145,0,0,0,0,145,"continent@territory claimed by@highest point@located on terrain feature@GeoNames ID@Freebase identifier@coordinate location@topic's main category@Commons category@located next to body of water@Gran Enciclopèdia Catalana ID@Wikivoyage banner@MusicBrainz place ID@image"
P1890,"BNC identifier",http://www.wikidata.org/entity/P1890,String,147,142,0,1,0,0,148,"ICPC 2 ID@BugGuide ID@Ballotpedia ID@pet@US Federal Election Commission identifier@NLC authorities@IPI number@blood type@godparent@natural product of taxon@Persons of Ancient Athens@represented by@Encyclopædia Britannica Online ID@list of works@rector@LinkedIn personal profile URL@filmography@MCN code@stepfather@Dialnet author ID@second surname in Spanish name@Politifact Personality Identifier@USDA NDB number@Iconclass notation@RSL identifier (person)@NCL identifier@Spotify artist ID@topic's main template@BNCF Thesaurus@Munzinger Pop identifier@BNE identifier@E number@influenced by@NLR (Romania) identifier@signature@handedness@discography@SELIBR@pronunciation audio@equivalent class@AAT identifier@website account on@Instagram username@CANTIC@PTBNP identifier@location of formation@EGAXA identifier@contributor@Enciclopedia de la Literatura en México ID@UBERON ID@topic's main Wikimedia portal@inspired by@NSK identifier@residence@NLI (Israel) identifier@NNDB people ID@OmegaWiki Defined Meaning@number of children@SUDOC authorities@lifestyle@CONOR identifier@GND identifier@LCAuth identifier@partner@CiNii author identifier@NLA (Australia) identifier@sexual orientation@Netflix identifier@KLfG Kritisches Lexikon der fremdsprachigen Gegenwartsliteratur@OpenStreetMap tag or key@LAC identifier@relative@BiblioNet author identifier@birth name@feast day@topic's main category@NDL identifier@religion@ISNI@manager/director@NKC identifier@Commons gallery@Sandrart.net person ID@NUKAT (WarsawU) authorities@Freebase identifier@name in native language@BnF identifier@PSH ID@OpenPlaques subject identifier@Rodovid ID@Facebook ID@brother@Gran Enciclopèdia Catalana ID@NTA identifier (Netherlands)@Parlement & Politiek ID@image@grid global research id@VIAF identifier@LNB identifier@Commons category@Metacritic ID@genealogics.org person ID@noble family@place of publication@described by source@mother@MedlinePlus ID@AllMusic artist ID@SBN identifier@field of this profession@nickname@place of birth@Rotten Tomatoes identifier@voice type@Perlentaucher ID@NLP identifier@father@Munzinger IBA@spouse@PORT person ID@sister@dmoz@notable work@flag@child@Twitter username@MeSH ID@pseudonym@religious order@significant event@student@field of work@occupation@BAV (Vatican Library) identifier@student of@date of birth@languages spoken or written@Elonet actor ID@opposite of@CERL ID@GTAA id@given name@chairperson@member of@country of citizenship@Terminologia Anatomica 98@Foundational Model of Anatomy ID@BIBSYS identifier@sex or gender@ethnic group@Teuchos ID@work location@award received@medical specialty@Discogs artist ID@military rank"
P465,"sRGB color hex triplet",http://www.wikidata.org/entity/P465,String,140,131,0,12,0,0,152,"membership@political alignment@AAT identifier@terminus@natural product of taxon@track gauge@subclass of@named after@part of@Structurae ID (structure)@Iconclass notation@logo image@chairperson@website account on@Great Aragonese Encyclopedia ID@political ideology@Freebase identifier@BNCF Thesaurus@operating system@Commons category@opposite of@Facebook ID@EINECS number@Stack Exchange tag@PSH ID@UNII@Commons gallery@ISIN@software version@OpenStreetMap Relation identifier@Instagram username@said to be the same as@color@CAS registry number@programming language@ChEBI ID"
P1158,"location of landing",http://www.wikidata.org/entity/P1158,Item,143,142,1,0,0,0,143,"orbits completed@spacecraft@time of spacecraft landing@type of orbit@crew member@COSPAR ID@location of spacecraft launch@SCN@time of spacecraft launch@carries scientific instrument@spacecraft docking/undocking@docking port@operator@coat of arms image@Commons gallery@part of@avionics@followed by@follows@source of energy@space launch vehicle@image@Freebase identifier@Commons category@CPU@located on astronomical body@reference URL"
P2377,"MediaWiki hooks used",http://www.wikidata.org/entity/P2377,Item,494,139,0,1,0,0,495,"bug tracking system@source code repository@programming language@license"
P829,"OEIS ID",http://www.wikidata.org/entity/P829,String,144,139,5,0,0,0,144,"approximation algorithm@quantity symbol@input set@notation@codomain@TeX string@numeric value@Stack Exchange tag@subclass of@named after@Freebase identifier@Unicode character@BNCF Thesaurus@opposite of@PSH ID"
P833,"interchange station",http://www.wikidata.org/entity/P833,Item,176,138,2,0,0,0,176,"adjacent station@connecting line@has facility@part of@floors above ground@named after@number of platform tracks@connecting service@date of official opening@Structurae ID (structure)@IBNR identifier@station code@Freebase identifier@kulturnoe-nasledie.ru ID@commissioned by@Commons category@mass (weight)@coordinate location@architect@visitors per year@UIC station code@country@image@height@located in time zone@pronunciation audio@located in the administrative territorial entity@Mérimée identifier"
P647,"drafted by",http://www.wikidata.org/entity/P647,Item,65,65,4,71,0,0,136,"handedness@shooting handedness@significant event@Baseball-Reference.com major league player ID@position played on team / speciality@mariscos recios futsal@Twitter username@educated at@sport@Instagram username@place of birth@award received@image@Munzinger Sport@country of citizenship@occupation@Freebase identifier@website account on@(OBSOLETE) birth name (use P1477)@date of birth@given name@Commons category@sex or gender@NNDB people ID@brother@residence@family name"
P2206,"Discogs release ID",http://www.wikidata.org/entity/P2206,String,146,136,0,0,0,0,146,"Spotify album ID@CiNii book identifer@charted in@iTunes album ID@Spotify track ID@AllMusic album ID@duration@MusicBrainz release group ID@AllMusic song ID@performer@SUDOC editions@publication date@record label@YouTube video identifier@follows@genre@followed by@replaced by@edition or translation of@lyrics by@edition(s)@Unicode character@has part@Discogs master ID@producer"
P2384,"statement describes",http://www.wikidata.org/entity/P2384,Item,142,133,0,1,0,0,143,"proved by@named after@Freebase identifier@BNCF Thesaurus"
P1601,"Esperantist ID",http://www.wikidata.org/entity/P1601,String,140,133,0,0,0,0,140,"languages spoken or written@member of@NKC identifier@pseudonym@date of death@field of work@occupation@given name@VIAF identifier@NTA identifier (Netherlands)@sex or gender@date of birth@Project Gutenberg author ID@GND identifier@place of death@country of citizenship@ISNI@medical condition@image@NUKAT (WarsawU) authorities@BnF identifier@NLP identifier@Stuttgart Database of Scientific Illustrators ID@SELIBR@LCAuth identifier@NLI (Israel) identifier@PTBNP identifier@Léonore ID@child@Zentralblatt MATH author ID@place of birth@BAV (Vatican Library) identifier@birth name"
P548,"version type",http://www.wikidata.org/entity/P548,Item,0,0,0,133,0,0,133,""
P738,"(OBSOLETE) influence of",http://www.wikidata.org/entity/P738,Item,346,132,1,0,0,0,346,"influenced by@Dharma Drum Buddhist College person ID@Artsy gene@EGAXA identifier@courtesy name@PTBNP identifier@ISO standard@Encyclopædia Britannica Online ID@SELIBR@file extension@BNE identifier@theme music@feed URL@BAV (Vatican Library) identifier@NKC identifier@list of works@NLA (Australia) identifier@NNDB people ID@Regensburg Classification@NLR (Romania) identifier@NUKAT (WarsawU) authorities@patron@Stack Exchange tag@CANTIC@mascot@has dialect@lifestyle@Gran Enciclopèdia Catalana ID@cause of destruction@student@movement@MacTutor id (biographies)@Project Gutenberg author ID@NDL identifier@SBN identifier@Internet media type@signature@(OBSOLETE) inscription (use P1684)@Perlentaucher ID@Mathematics Genealogy Project identifier@Open Library identifier@sponsor@OpenPlaques subject identifier@NTA identifier (Netherlands)@BiblioNet author identifier@BIBSYS identifier@Commons Creator page@DBNL ID@described by source@bug tracking system@work period (end)@work period (start)@software version@notable work@source code repository@CERL ID@ULAN identifier@field of work@British Museum person-institution@LCAuth identifier@operating system@GND identifier@ISNI@floruit@BnF identifier@EMLO person identifier@PSH ID@student of@list of episodes@SUDOC authorities@RSL identifier (person)@National Library of Ireland authority@Heidelberg Academy for Sciences and Humanities member ID@topic's main category@cause of death@residence@PRDL Author ID@Web Gallery of Art identifier@manner of death@genealogics.org person ID@GTAA id@pseudonym@place of death@Library of Congress Classification@AAT identifier@developer@Sandrart.net person ID@Commons gallery@coincident with@NLI (Israel) identifier@languages spoken or written@standards body@People Australia identifier@CONOR identifier@IPA@inscription@NILF author id@Freebase identifier@doctoral student@Netflix identifier@KLfG Kritisches Lexikon der fremdsprachigen Gegenwartsliteratur@VIAF identifier@Zentralblatt MATH author ID@translator@exhibition history@commissioned by@Iconclass notation@BNCF Thesaurus@National Portrait Gallery (London) person identifier@Global Anabaptist Mennonite Encyclopedia Online identifier@place of birth@founder@work location@Commons category@Dictionary of Ulster Biography ID@image@Erdős number@inception@NGA artist id@CESAR person ID@educated at@date of death@Catalogus Professorum Halensis@BMLO@MusicBrainz artist ID@father@number of episodes@doctoral advisor@organizer@birth name@religion@place of burial@presenter@Jewish Encyclopedia ID (Russian)@location of final assembly@nominated for@member of@occupation@CiNii author identifier@edition(s)@Biografisch Portaal number@country of citizenship@distributor@native language@child@license@NSK identifier@website account on@spouse@date of birth@ethnic group@dmoz@given name@medical condition@Rodovid ID@designer@Find a Grave grave ID@Discogs artist ID@Cambridge Alumni Database ID@logo image@Kunstindeks Danmark Artist ID@partner@sex or gender@Munzinger IBA@employer@participant@religious order@BBC Your Paintings artist identifier@first performance@characters@mother@Elonet actor ID@National Gallery of Victoria artist identifier@RKDartists@commemorative plaque image@award received@Internet Broadway Database person ID@sister@official website@end time@Instagram username@discography@sexual orientation@Oxford Biography Index Number@Musée d'Orsay artist ID@start time@HDS@ISFDB author ID@brother@Smithsonian American Art Museum: person/institution thesaurus id@dissolved or abolished@Dewey Decimal Classification@Dizionario Biografico degli Italiani@PORT person ID"
P1028,"donated by",http://www.wikidata.org/entity/P1028,Item,149,128,16,3,0,0,152,"location of final assembly@archive URL@exhibition history@conferred by@depicts@owned by@inspired by@material used@movement@shape@inception@commemorates@described at URL@named after@creator@inventory number@collection@commissioned by@start time@inscription@genre@location@topic's main category@replaces@image@significant event@located next to body of water@Freebase identifier@country@Commons category@winner"
P2363,"NMHH film rating",http://www.wikidata.org/entity/P2363,Item,129,129,3,1,0,0,130,"Metacritic ID@Box Office Mojo film ID@PORT film ID@Rotten Tomatoes identifier@filming location@MPAA film rating@AlloCiné movie ID@FilmAffinity identifier@MovieMeter movie ID@color@Elonet movie ID@Danish National Filmography ID@AllMovie movie ID@production company@narrative location@director of photography@producer@screenwriter@based on@composer@Netflix identifier@SFDb movie ID@cast member@title@director@film editor@country of origin@genre@original language of work@publication date@main subject@IMDb identifier@distributor@executive producer@official website@narrator@soundtrack album@nominated for@Freebase identifier@Norsk filmografi ID@voice actor@duration@aspect ratio@first performance@series"
P618,"source of energy",http://www.wikidata.org/entity/P618,Item,195,125,65,4,0,0,199,"light characteristic of a lighthouse@compression ratio@focal length@supercharger@fuel system@valvetrain configuration@user manual link@number of cylinders@power output@satellite bus@powerplant@MMSI@has quality@manufacturer@diameter@avionics@draft@coolant@used by@type of orbit@location of landing@equivalent class@gross tonnage@shape@port of registry@brand@mass (weight)@service retirement@speed@located on terrain feature@armament@subclass of@service entry@time of spacecraft landing@floors above ground@color@height@AAT identifier@first flight@total produced@owned by@Minor Planet Center observatory code@operator@IMO ship number@track gauge@CPU@motto text@location of final assembly@PSH ID@product@pennant number@Unicode character@material used@image@inception@Commons category@location of spacecraft launch@significant event@Cultural heritage database in Sweden@named after@has part@item operated@use@space launch vehicle@time of spacecraft launch@KulturNav-id@vessel class@BNCF Thesaurus@developer@Freebase identifier@replaced by@located next to body of water@NDL identifier@width@designer@employees@SCN@COSPAR ID@topic's main category@Commons gallery@length@short name"
P1799,"Maltese Islands National Inventory of Cultural Property identifier",http://www.wikidata.org/entity/P1799,String,129,129,0,0,0,0,129,"located at street address@heritage status@architect@image@Commons category@dedicated to@coordinate location@located in the administrative territorial entity@World Heritage Site id@country@diocese@part of@GeoNames ID@MusicBrainz place ID@Freebase identifier"
P1529,"Glad identifier",http://www.wikidata.org/entity/P1529,String,131,128,0,1,0,0,132,"EgliseInfo ID@architect@Mérimée identifier@heritage status@diocese@Chemins de mémoire ID@image@inspired by@Commons category@PSS-archi ID@dedicated to@influenced by@coordinate location@located in the administrative territorial entity@located on street@category for films shot at this location@UIC station code@OpenStreetMap Relation identifier@country@connecting service@height@located next to body of water@Commons Institution page@date of official opening@IBNR identifier@owned by@adjacent station@number of platform tracks"
P744,"asteroid family",http://www.wikidata.org/entity/P744,Item,128,128,0,0,0,0,128,"orbital inclination@argument of periapsis@longitude of ascending node@mean anomaly@orbital period@apoapsis@periapsis@semi-major axis@absolute magnitude@orbital eccentricity@asteroid spectral type@site of astronomical discovery@time of discovery@discoverer or inventor@provisional designation@minor planet group@JPL Small-Body Database identifier@named after@child astronomical body@follows@followed by@astronomical body@Freebase identifier"
P1581,"official blog",http://www.wikidata.org/entity/P1581,URL,129,126,13,0,1,0,130,"AniDB identifier@blood type@IRS Employer Identification Number@Foursquare venue ID@user manual link@Deutsche Ultramarathon-Vereinigung ID@GitHub username@office held by head of the organisation@binding of software library@sponsor@Power of 10 athlete ID@Legal Entity Identifier@IPI number@Twitter username@IRC channel@feed URL@LIBRIS editions@Facebook ID@bug tracking system@business division@website account on@chief executive officer@mascot@Anime News Network person ID@phone number@owner of@review score@CONA  identifier@residence@Instagram username@source code repository@patron@LinkedIn personal profile URL@official website@MobyGames ID@species kept@logo image@operating system@OpenCorporates ID@product@founder@chairperson@employees@Stack Exchange tag@subsidiary@GUI toolkit or framework@name in kana@software version@programming language@topic's main Wikimedia portal@ISIN@visitors per year@Wikidata property@CERO rating@hair color@pseudonym@headquarters location@manager/director@mass (weight)@influenced by@ORCID@industry@license@parent company@stock exchange@developer@software engine@Freebase identifier@relative@place of birth@ISIL ID@MusicBrainz artist ID@birth name@inception@PEGI rating@Munzinger Sport@country of citizenship@occupation@PTBNP identifier@NUKAT (WarsawU) authorities@sexual orientation@platform@nickname@ESRB rating@Chess Games ID@USK rating@date of birth@NSK identifier@field of work@height@Spotify artist ID@sex or gender@seal image@VIAF identifier@LCAuth identifier@grid global research id@given name@owned by@notable work@IMDb identifier@Commons Institution page@employer@LNB identifier@Elo rating@native language@Fide ID@number of children@official language@family name@CiNii author identifier@educated at@member of@discography@MusicBrainz place ID@BIBSYS identifier@BnF identifier@ISNI@image@topic's main category@Commons gallery@medical condition@Commons category"
P1809,"choreographer",http://www.wikidata.org/entity/P1809,Item,130,126,0,1,0,0,131,"first performance@librettist@composer@AllMusic composition ID@based on@MusicBrainz work ID@IMSLP ID@edition(s)@commissioned by@dedicated to@duration@movement@characters@date of official opening@instrumentation@country of origin@MoMA artwork id@SFDb movie ID@PORT film ID@Freebase identifier"
P1923,"participating team",http://www.wikidata.org/entity/P1923,Item,1989,123,35,2,0,0,1991,"Cycling Archives ID (race)@speed@ProCyclingStats ID (race)@number of participants@journey destination@journey origin@edition number@winner@number of matches played@referee@general classification@length@end time@points/goal scored by@start time@point in time@has part@attendance@part of@follows@followed by@participant@sport@sponsor@official website@organizer@video@official name@locator map image@country@Commons category@Commons gallery"
P567,"underlies",http://www.wikidata.org/entity/P567,Item,143,125,0,0,0,0,143,"overlies@interleaves with@BGS Lexicon ID@temporal range end@temporal range start@Litholex ID@fossil found in this unit@DINOloket@Australian Stratigraphic Units Database ID@named after@subclass of@country@part of@continent"
P1831,"electorate",http://www.wikidata.org/entity/P1831,Quantity,125,124,120,1,0,0,126,"income classification (Philippines)@electoral district@Philippine Standard Geographic Code@legislative body@office held by head of government@demonym@total valid votes@ballots cast@local dialing code@locator map image@population@nickname@area@candidate@named after@motto text@inception@FIPS 10-4 (countries and regions)@postal code@seal image@GeoNames ID@official website@Freebase identifier@number of participants@patron saint@image@coordinate location@located in the administrative territorial entity@contains administrative territorial entity@Wikivoyage banner@replaces@country@Commons category@ISO 3166-2 code@office contested@sister city@TGN identifier"
P1950,"second surname in Spanish name",http://www.wikidata.org/entity/P1950,Item,119,117,0,7,0,0,126,"birth name@academic major@ProCyclingStats ID (cyclist)@Dialnet author ID@Soccerbase manager id@Cycling Quotient identifier (cyclist, man)@nickname@family name@BNC identifier@website account on@pseudonym@ranking@mass (weight)@Cycling Archives ID (cyclist)@Enciclopedia de la Literatura en México ID@residence@country for sport@place of birth@WTA ID@BNE identifier@KLfG Kritisches Lexikon der fremdsprachigen Gegenwartsliteratur@floruit@short name@height@country of citizenship@occupation@number of children@doubles record@singles record@ITF ID@UEFA player code@pronunciation audio@date of birth@given name@relative@FIFA player code@signature@sex or gender@transfermarkt footballer id@educated at@languages spoken or written@NILF author id@sport@image@CANTIC@playing hand@place of death@Soccerway player ID@SUDOC authorities@VIAF identifier@IAAF ID@name in native language@position played on team / speciality@child@spouse@ATP ID@member of@date of death@convicted of@Stuttgart Database of Scientific Illustrators ID@GTAA id@participant of@Munzinger IBA@Freebase identifier@CiNii author identifier@PTBNP identifier@cause of death@worldfootball.net ID@brother@NNDB people ID@father@LCAuth identifier@mariscos recios futsal@award received@sister@Perlentaucher ID@doctoral advisor@position held@field of work@medical condition@ISNI@mother@religion@member of political party@SELIBR@Twitter username@OpenPlaques subject identifier@BnF identifier@Facebook ID@Sports Reference ID"
P2364,"production code",http://www.wikidata.org/entity/P2364,String,122,122,0,1,0,0,123,"series@part of@original language of work@follows@followed by@inspired by@Freebase identifier@IMDb identifier@first performance@narrative location"
P1090,"redshift",http://www.wikidata.org/entity/P1090,Quantity,128,122,0,1,0,0,129,"apparent magnitude@galaxy morphological type@constellation@companion of@catalog code@part of@child astronomical body@topic's main category@image@Commons category@discoverer or inventor@Freebase identifier@time of discovery@Commons gallery@said to be the same as"
P568,"overlies",http://www.wikidata.org/entity/P568,Item,142,122,0,0,0,0,142,"underlies@BGS Lexicon ID@interleaves with@Litholex ID@DINOloket@temporal range end@temporal range start@fossil found in this unit@Australian Stratigraphic Units Database ID@subclass of@named after@country@part of@continent@material used"
P457,"foundational text",http://www.wikidata.org/entity/P457,Item,98,84,11,11,27,0,136,"INPN Code@executive body@life expectancy@gini coefficient@highest judicial authority@Human Development Index@drives on the@history of topic@motto@separated from@legislative body@public holiday@official symbol@foods traditionally associated@central bank@diplomatic relation@flag@topic's main Wikimedia portal@top-level domain@Dodis@office held by head of state@IOC country code@ISO 3166-1 numeric code@ISO 3166-1 alpha-2 code@ISO 3166-1 alpha-3 code@seal description@anthem@deepest point@currency@category for films shot at this location@mobile country code@WOEID@country calling code@Linguist list code@WDPA id@demonym@founder@replaces@nominal GDP@highest point@head of state@motto text@Linguasphere code@territory claimed by@official language@location map@basic form of government@IUCN protected areas category@category of people buried here@FIPS 10-4 (countries and regions)@IPA@coat of arms@office held by head of government@flag image@GOST 7.75-97 code@Wikivoyage banner@dmoz@IRC channel@language regulatory body@LIR@main regulatory text@Global Anabaptist Mennonite Encyclopedia Online identifier@category of associated people@FAST-ID@category for people who died here@OmegaWiki Defined Meaning@OpenStreetMap Relation identifier@located on terrain feature@capital@head of government@business division@inception@number of seats@MusicBrainz area ID@Ethnologue.com code@phone number@replaced by@Dewey Decimal Classification@category for people born here@ISO 3166-2 code@ISO 639-1 code@named after@archives at@locator map image@spoken text audio@NUTS code@official residence@appointed by@shares border with@official website@NDL identifier@ISO 639-2 code@quantity@NLA (Australia) identifier@Commons gallery@pronunciation audio@topic's main category@LAC identifier@operator@location of formation@continent@coat of arms image@population@located in time zone@located next to body of water@influenced by@BnF identifier@number of speakers@writing system@Wikimedia language code@seal image@SUDOC authorities@audio@TGN identifier@GND identifier@LNB identifier@SELIBR@Commons category@dissolved or abolished@Jewish Encyclopedia ID (Russian)@NKC identifier@list of monuments@licence plate code@Freebase identifier@NSK identifier@short name@Stack Exchange tag@NLI (Israel) identifier@VIAF identifier@Gran Enciclopèdia Catalana ID@ISNI@has part@contains administrative territorial entity@LCAuth identifier@employees@BNE identifier@IETF language tag@said to be the same as@coordinate location@chairperson@PTBNP identifier@grid global research id@described by source@applies to jurisdiction@native label@country@NUKAT (WarsawU) authorities@PSH ID@headquarters location@part of@subclass of@located in the administrative territorial entity@nominated for@member of@AAT identifier@follows@BAV (Vatican Library) identifier@political ideology@Glottolog code@movement@ISO 639-3 code@Thailand central administrative unit code"
P2125,"Revised Hepburn romanization",http://www.wikidata.org/entity/P2125,String,77,74,3,46,0,0,123,"Unicode character@part of@Freebase identifier@image"
P2195,"Soccerbase manager id",http://www.wikidata.org/entity/P2195,String,119,119,0,0,0,0,119,"transfermarkt manager id@Munzinger Sport@Soccerbase player id@worldfootball.net ID@FIFA player code@position played on team / speciality@mariscos recios futsal@second surname in Spanish name@sport@pronunciation audio@participant of@place of birth@image@Freebase identifier@UEFA player code@country of citizenship@mass (weight)@occupation@transfermarkt footballer id@Commons category@date of birth@given name@VIAF identifier@GTAA id@sex or gender@nickname@LCAuth identifier@Mackolik.com footballer ID@award received@height@pseudonym@relative@BIBSYS identifier@GND identifier@NDL identifier@residence@short name@CANTIC@SUDOC authorities@Soccerway player ID"
P1641,"port",http://www.wikidata.org/entity/P1641,Quantity,135,118,41,0,0,0,135,"Request for Comments identifier@minimum number of players@Stack Exchange tag@maximum number of players@IRC channel@programmer@source code repository@bug tracking system@MobyGames ID@inspired by@standards body@influenced by@Freebase identifier@operating system@programming language@software version@motto text@CERO rating@distributor@USK rating@license@PSH ID@MoMA artwork id@PEGI rating@ESRB rating@designer@input device"
P2163,"FAST-ID",http://www.wikidata.org/entity/P2163,String,115,115,0,0,2,0,117,"history of topic@GNS Unique Feature Identifier@highest judicial authority@relief location map@highest point@location map@topic's main Wikimedia portal@category for films shot at this location@Human Development Index@NUTS code@office held by head of state@life expectancy@demonym@deepest point@motto@German regional key@inflation rate@central bank@gini coefficient@legislative body@category of people buried here@flattening@volume for quantity@country calling code@top-level domain@diplomatic relation@drives on the@Dharma Drum Buddhist College place ID@watershed area@public holiday@nominal GDP@M.49 code@IOC country code@unemployment rate@charge@detail map@mobile country code@seal description@flag@official symbol@anthem@ISO 3166-1 numeric code@ISO 3166-1 alpha-2 code@ISO 3166-1 alpha-3 code@category of associated people@dmoz@category for people who died here@number of registered users/contributors@radius@Wikivoyage banner@coat of arms@IPA@head of state@MusicBrainz area ID@currency@external data available at@Dewey Decimal Classification@head of government@basic form of government@Ballotpedia ID@category for people born here@coordinate of northernmost point@WOEID@executive body@located next to body of water@NALT id@GSS code (2011)@astronomic symbol image@coordinate of westernmost point@FIPS 10-4 (countries and regions)@OmegaWiki Defined Meaning@flag image@OpenStreetMap Relation identifier@separated from@time of earliest written record@BBC program identifier@coordinate of easternmost point@coordinate of southernmost point@located in time zone@official language@sister city@locator map image@Musopen composer ID@pronunciation audio@notation@NDL identifier@enclave within@NLI (Israel) identifier@Commons gallery@coat of arms image@Encyclopædia Britannica Online ID@ISO 3166-2 code@shares border with@NLC authorities@patron saint@basin country@foundational text@licence plate code@population@lake inflows@contains administrative territorial entity@office held by head of government@main regulatory text@capital of@EGAXA identifier@lake outflow@German municipality key@patron@capital@BNE identifier@replaces@CALIS@shape@NCL identifier@motto text@continent@LCAuth identifier@ResearcherID@described by source@place name sign@FIPS 55-3 (locations in the US)@GND identifier@NSK identifier@density@said to be the same as@LAC identifier@topic's main category@BnF identifier@Gran Enciclopèdia Catalana ID@SELIBR@SUDOC authorities@Global Anabaptist Mennonite Encyclopedia Online identifier@area@type of orbit@appointed by@child astronomical body@topic's main template@local dialing code@official website@seal image@chief executive officer@ISNI@killed by@audio recording of the subject's spoken voice@VIAF identifier@Library of Congress Classification@list of monuments@OpenPlaques subject identifier@located on terrain feature@signature@NLA (Australia) identifier@NNDB people ID@NKC identifier@video@BIBSYS identifier@named after@PTBNP identifier@TGN identifier@GeoNames ID@Freebase identifier@NUKAT (WarsawU) authorities@pseudonym@archives at@OpenStreetMap tag or key@BiblioNet author identifier@ATVK ID@CANTIC@image@member of@BMLO@student of@mass (weight)@Commons category@inception@NTA identifier (Netherlands)@commemorative plaque image@Stack Exchange tag@CiNii author identifier@Open Library identifier@SBN identifier@Project Gutenberg author ID@Erdős number@argument of periapsis@part of@mean anomaly@width@apoapsis@periapsis@semi-major axis@CESAR person ID@AGORHA person/institution ID@orbital eccentricity@IMSLP ID@relative@MacTutor id (biographies)@located on astronomical body@astronomical body@INE municipality code@founder@subsidiary@British Museum person-institution@CONOR identifier@GNIS ID@Munzinger Sport@NILF author id@Pleiades identifier@place of origin (Switzerland)@postal code@ISFDB author ID@residence@HDS@Munzinger IBA@genealogics.org person ID@GTAA id@website account on@coordinate location@notable work@BAV (Vatican Library) identifier@height@short name@replaced by@PORT person ID@doctoral advisor@Spotify artist ID@birth name@name in native language@logo image@PSH ID@movement@nominated for@Discogs artist ID@software engine@DBNL ID@employees@Perlentaucher ID@Dizionario Biografico degli Italiani@National Portrait Gallery (London) person identifier@BAG-code for Dutch towns@BNCF Thesaurus@student@characters@Swiss municipality code@MusicBrainz artist ID@LNB identifier@located in the administrative territorial entity@languages spoken or written@National Gallery of Victoria artist identifier@length@Stuttgart Database of Scientific Illustrators ID@Facebook ID@Twitter username@Internet Broadway Database person ID@country@Commons Creator page@from fictional universe@present in work@People Australia identifier@mother@educated at@PORT film ID@place of birth@has part@Teuchos ID@Hansard ID@Zentralblatt MATH author ID@Find a Grave grave ID@place of death@dissolved or abolished@contains settlement@noble family@Web Gallery of Art identifier@National Library of Ireland authority@field of work@Mathematics Genealogy Project identifier@spouse@medical condition@elevation above sea level@ULAN identifier@Kansallisbiografia ID@date of death@Sandrart.net person ID@instrument@date of birth@Artsy artist ID@religion@significant event@image of grave@given name@MoMA artist id@country of citizenship@MeSH ID"
P693,"cleavage",http://www.wikidata.org/entity/P693,Item,61,60,54,54,3,0,118,"Mohs' hardness@streak color@space group@crystal system@fracturing@IMA Number, broad sense@Nickel-Strunz 10th (pending) edition@Strunz 8th edition (series ID)@Nickel-Strunz 9th edition (updated 2009)@IMA status and/or rank@refractive index@Dana 8th edition@chemical formula@color@named after@Solid solution series with@point group@subclass of@density@OmegaWiki Defined Meaning@reference URL@BNCF Thesaurus"
P2354,"has list",http://www.wikidata.org/entity/P2354,Item,118,117,0,0,0,0,118,"substitute/deputy/replacement of office/officeholder@official residence@term length of office@seal image@applies to jurisdiction@Ballotpedia ID@organisation directed from the office@officeholder@seal description@comment@has quality@valid in period@appointed by@honorific prefix@field of this profession@period@subclass of@topic's main category@main regulatory text@equivalent class@topic's main template@official website@flag image@Commons category@Freebase identifier@BNCF Thesaurus@flag@country@PSH ID"
